0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
SS50377_25103	48704d6ffbc622727da9a256cdbcfed8	283	PRINTS	PR00705	Papain cysteine protease (C1) family signature	246	252	3.7E-7	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_25103	48704d6ffbc622727da9a256cdbcfed8	283	PRINTS	PR00705	Papain cysteine protease (C1) family signature	86	101	3.7E-7	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_25103	48704d6ffbc622727da9a256cdbcfed8	283	PRINTS	PR00705	Papain cysteine protease (C1) family signature	231	241	3.7E-7	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_22708	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	51	65	-	T	09-11-2021				
SS50377_22708	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	51	187	-	T	09-11-2021				
SS50377_22708	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	09-11-2021				
SS50377_22715	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	51	65	-	T	09-11-2021				
SS50377_22715	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	51	187	-	T	09-11-2021				
SS50377_22715	ec01e8f29f9dcc104b870356506d20b3	227	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	09-11-2021				
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	SUPERFAMILY	SSF57850	RING/U-box	252	306	5.78E-11	T	09-11-2021				
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	192	258	11.114	T	09-11-2021	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	SUPERFAMILY	SSF161219	CHY zinc finger-like	125	190	3.4E-12	T	09-11-2021	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	122	362	4.0E-34	T	09-11-2021				
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	SUPERFAMILY	SSF161245	Zinc hairpin stack	196	251	2.62E-8	T	09-11-2021	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	122	362	4.0E-34	T	09-11-2021				
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	248	316	1.7E-9	T	09-11-2021	IPR013083	Zinc finger, RING/FYVE/PHD-type		
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	120	188	14.369	T	09-11-2021	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25771	69d313930f4b44e1ae5a20c2fb29fc7e	440	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	256	299	11.014	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	113	180	16.085	T	09-11-2021	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	114	353	1.1E-33	T	09-11-2021				
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	Pfam	PF14634	zinc-RING finger domain	244	288	1.6E-6	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	SUPERFAMILY	SSF57850	RING/U-box	240	290	2.12E-8	T	09-11-2021				
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	234	301	1.2E-8	T	09-11-2021	IPR013083	Zinc finger, RING/FYVE/PHD-type		
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	SUPERFAMILY	SSF161219	CHY zinc finger-like	114	182	1.16E-14	T	09-11-2021	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	185	248	11.332	T	09-11-2021	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	244	287	10.94	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	114	353	1.1E-33	T	09-11-2021				
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	Pfam	PF05495	CHY zinc finger	120	192	2.1E-9	T	09-11-2021	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	SUPERFAMILY	SSF161245	Zinc hairpin stack	186	240	4.71E-5	T	09-11-2021	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_25773	039ec552a3278ee79f1653a47d23f387	426	SMART	SM00184	ring_2	244	286	0.004	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	102	169	15.258	T	09-11-2021	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	105	338	6.2E-39	T	09-11-2021				
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	236	279	10.217	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	223	309	4.2E-6	T	09-11-2021	IPR013083	Zinc finger, RING/FYVE/PHD-type		
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	SUPERFAMILY	SSF161245	Zinc hairpin stack	172	230	2.48E-7	T	09-11-2021	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	SUPERFAMILY	SSF57850	RING/U-box	235	283	2.02E-6	T	09-11-2021				
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	Pfam	PF05495	CHY zinc finger	109	181	7.5E-12	T	09-11-2021	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	171	237	15.437	T	09-11-2021	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	105	338	6.2E-39	T	09-11-2021				
SS50377_28316	76a398a5ccd06be30a1a295074114512	413	SUPERFAMILY	SSF161219	CHY zinc finger-like	101	171	1.57E-15	T	09-11-2021	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00261	furin_3	58	100	0.032	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00261	furin_3	119	168	3.1	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SUPERFAMILY	SSF57184	Growth factor receptor domain	59	180	4.8E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00181	egf_5	27	62	47.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00181	egf_5	124	153	38.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00181	egf_5	93	123	120.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28614	55f49fdfa288d0585ba4cb95aa865fb9	279	SMART	SM00181	egf_5	63	92	53.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28677	b92b9140773c11bb4f2edfa765d83972	100	SUPERFAMILY	SSF57184	Growth factor receptor domain	8	98	7.14E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	ProSitePatterns	PS00972	Ubiquitin specific protease (USP) domain signature 1.	38	53	-	T	09-11-2021	IPR018200	Ubiquitin specific protease, conserved site	GO:0004843|GO:0006511	
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	28	377	4.0E-41	T	09-11-2021				
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	PANTHER	PTHR24006:SF663	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 36	37	392	9.2E-20	T	09-11-2021				
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	Pfam	PF00443	Ubiquitin carboxyl-terminal hydrolase	38	363	9.3E-26	T	09-11-2021	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	GO:0004843|GO:0016579	
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	PANTHER	PTHR24006	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE	37	392	9.2E-20	T	09-11-2021				
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	ProSiteProfiles	PS50235	Ubiquitin specific protease (USP) domain profile.	37	366	28.101	T	09-11-2021	IPR028889	Ubiquitin specific protease domain		
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	CDD	cd02257	Peptidase_C19	38	364	2.63545E-21	T	09-11-2021				
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	ProSitePatterns	PS00973	Ubiquitin specific protease (USP) domain signature 2.	304	321	-	T	09-11-2021	IPR018200	Ubiquitin specific protease, conserved site	GO:0004843|GO:0006511	
SS50377_27245	b4458a292aaa3656b0958f4357043ba0	806	SUPERFAMILY	SSF54001	Cysteine proteinases	35	369	1.0E-42	T	09-11-2021	IPR038765	Papain-like cysteine peptidase superfamily		
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	ProSitePatterns	PS00972	Ubiquitin specific protease (USP) domain signature 1.	38	53	-	T	09-11-2021	IPR018200	Ubiquitin specific protease, conserved site	GO:0004843|GO:0006511	
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	28	377	4.0E-41	T	09-11-2021				
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	PANTHER	PTHR24006:SF663	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 36	37	392	9.2E-20	T	09-11-2021				
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	Pfam	PF00443	Ubiquitin carboxyl-terminal hydrolase	38	363	9.3E-26	T	09-11-2021	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	GO:0004843|GO:0016579	
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	PANTHER	PTHR24006	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE	37	392	9.2E-20	T	09-11-2021				
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	ProSiteProfiles	PS50235	Ubiquitin specific protease (USP) domain profile.	37	366	28.101	T	09-11-2021	IPR028889	Ubiquitin specific protease domain		
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	CDD	cd02257	Peptidase_C19	38	364	2.63545E-21	T	09-11-2021				
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	ProSitePatterns	PS00973	Ubiquitin specific protease (USP) domain signature 2.	304	321	-	T	09-11-2021	IPR018200	Ubiquitin specific protease, conserved site	GO:0004843|GO:0006511	
SS50377_28733	b4458a292aaa3656b0958f4357043ba0	806	SUPERFAMILY	SSF54001	Cysteine proteinases	35	369	1.0E-42	T	09-11-2021	IPR038765	Papain-like cysteine peptidase superfamily		
SS50377_26183	20e953c5a955577d967415509390ace0	165	SUPERFAMILY	SSF50891	Cyclophilin-like	4	163	2.11E-44	T	09-11-2021	IPR029000	Cyclophilin-like domain superfamily		
SS50377_26183	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	110	122	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	53	65	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	95	110	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	123	138	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	27	42	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	12	162	2.0E-30	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	PANTHER	PTHR11071:SF420	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3, CHLOROPLASTIC	6	162	3.3E-35	T	09-11-2021				
SS50377_26183	20e953c5a955577d967415509390ace0	165	PIRSF	PIRSF001467	Peptidylpro_ismrse	1	165	1.2E-42	T	09-11-2021	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755	
SS50377_26183	20e953c5a955577d967415509390ace0	165	Gene3D	G3DSA:2.40.100.10	-	2	165	4.2E-45	T	09-11-2021	IPR029000	Cyclophilin-like domain superfamily		
SS50377_26183	20e953c5a955577d967415509390ace0	165	PANTHER	PTHR11071	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	6	162	3.3E-35	T	09-11-2021				
SS50377_26183	20e953c5a955577d967415509390ace0	165	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	10	163	26.367	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	SUPERFAMILY	SSF50891	Cyclophilin-like	4	163	2.11E-44	T	09-11-2021	IPR029000	Cyclophilin-like domain superfamily		
SS50377_26184	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	110	122	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	53	65	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	95	110	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	123	138	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	27	42	1.2E-19	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	12	162	2.0E-30	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	PANTHER	PTHR11071:SF420	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3, CHLOROPLASTIC	6	162	3.3E-35	T	09-11-2021				
SS50377_26184	20e953c5a955577d967415509390ace0	165	PIRSF	PIRSF001467	Peptidylpro_ismrse	1	165	1.2E-42	T	09-11-2021	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755	
SS50377_26184	20e953c5a955577d967415509390ace0	165	Gene3D	G3DSA:2.40.100.10	-	2	165	4.2E-45	T	09-11-2021	IPR029000	Cyclophilin-like domain superfamily		
SS50377_26184	20e953c5a955577d967415509390ace0	165	PANTHER	PTHR11071	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	6	162	3.3E-35	T	09-11-2021				
SS50377_26184	20e953c5a955577d967415509390ace0	165	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	10	163	26.367	T	09-11-2021	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	30	277	7.3E-73	T	09-11-2021				
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	74	270	4.1E-47	T	09-11-2021				
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	Pfam	PF00112	Papain family cysteine protease	72	271	4.6E-58	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	77	88	-	T	09-11-2021	IPR000169	Cysteine peptidase, cysteine active site		
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	74	270	4.1E-47	T	09-11-2021				
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	ProSitePatterns	PS00640	Eukaryotic thiol (cysteine) proteases asparagine active site.	239	258	-	T	09-11-2021	IPR025661	Cysteine peptidase, asparagine active site		
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	SUPERFAMILY	SSF54001	Cysteine proteinases	45	275	5.08E-69	T	09-11-2021	IPR038765	Papain-like cysteine peptidase superfamily		
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	SMART	SM00645	pept_c1	55	275	2.7E-60	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	CDD	cd02620	Peptidase_C1A_CathepsinB	66	269	3.51012E-87	T	09-11-2021				
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	222	232	-	T	09-11-2021	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	77	92	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	239	245	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27208	b78480a17f0e654563830cba62ac925b	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	224	234	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	Pfam	PF00112	Papain family cysteine protease	72	271	3.2E-58	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	74	270	1.3E-47	T	09-11-2021				
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	SMART	SM00645	pept_c1	55	275	4.0E-60	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	77	88	-	T	09-11-2021	IPR000169	Cysteine peptidase, cysteine active site		
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	74	270	1.3E-47	T	09-11-2021				
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	SUPERFAMILY	SSF54001	Cysteine proteinases	45	275	2.07E-69	T	09-11-2021	IPR038765	Papain-like cysteine peptidase superfamily		
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	ProSitePatterns	PS00640	Eukaryotic thiol (cysteine) proteases asparagine active site.	239	258	-	T	09-11-2021	IPR025661	Cysteine peptidase, asparagine active site		
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	32	277	4.0E-73	T	09-11-2021				
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	CDD	cd02620	Peptidase_C1A_CathepsinB	66	269	1.37495E-88	T	09-11-2021				
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	222	232	-	T	09-11-2021	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	77	92	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	239	245	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_27212	b7ef5335d2534832051ee3580e5b807f	277	PRINTS	PR00705	Papain cysteine protease (C1) family signature	224	234	6.6E-10	T	09-11-2021	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
SS50377_22542	261b79a16a620074e55c94eb5e25e51f	361	SUPERFAMILY	SSF57184	Growth factor receptor domain	4	146	5.4E-9	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_22542	261b79a16a620074e55c94eb5e25e51f	361	SUPERFAMILY	SSF57184	Growth factor receptor domain	195	304	1.11E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_23733	fbb373accbbb1e566360eb0d4b24ecfe	109	SUPERFAMILY	SSF57850	RING/U-box	7	58	7.49E-15	T	09-11-2021				
SS50377_23733	fbb373accbbb1e566360eb0d4b24ecfe	109	Pfam	PF13639	Ring finger domain	10	52	6.9E-10	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_23733	fbb373accbbb1e566360eb0d4b24ecfe	109	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	3	105	7.6E-17	T	09-11-2021	IPR013083	Zinc finger, RING/FYVE/PHD-type		
SS50377_23733	fbb373accbbb1e566360eb0d4b24ecfe	109	SMART	SM00184	ring_2	12	51	3.3E-6	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_23733	fbb373accbbb1e566360eb0d4b24ecfe	109	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	12	52	11.973	T	09-11-2021	IPR001841	Zinc finger, RING-type		
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	Gene3D	G3DSA:3.10.110.10	Ubiquitin Conjugating Enzyme	1	146	2.4E-25	T	09-11-2021	IPR016135	Ubiquitin-conjugating enzyme/RWD-like		
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	ProSiteProfiles	PS50127	Ubiquitin-conjugating enzymes family profile.	3	134	21.294	T	09-11-2021	IPR000608	Ubiquitin-conjugating enzyme E2		Reactome: R-HSA-983168
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	SUPERFAMILY	SSF54495	UBC-like	2	145	3.19E-25	T	09-11-2021	IPR016135	Ubiquitin-conjugating enzyme/RWD-like		
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	SMART	SM00212	ubc_7	3	145	3.0E-14	T	09-11-2021				
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	PANTHER	PTHR24068	UBIQUITIN-CONJUGATING ENZYME E2	4	145	5.1E-15	T	09-11-2021				
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	PANTHER	PTHR24068:SF116	UBIQUITIN-CONJUGATING ENZYME E2L 3A-RELATED	4	145	5.1E-15	T	09-11-2021				
SS50377_20835	daa5db0f203ff4cc9c98d3e90920bb9c	146	Pfam	PF00179	Ubiquitin-conjugating enzyme	4	139	4.5E-22	T	09-11-2021	IPR000608	Ubiquitin-conjugating enzyme E2		Reactome: R-HSA-983168
